Date,Region,total_vaccinations,people_vaccinated,people_fully_vaccinated,total_boosters
2022-04-22,BEN,,,,
2022-04-22,BFA,,,,
2022-04-22,BGD,,,,
2022-04-22,BGR,4376500,,2054591,742276
2022-04-22,BHR,,,,
2022-04-22,BHS,339546,166236,157550,27195
2022-04-22,BLR,,,,
2022-04-22,BLZ,471581,236883,210618,45022
2022-04-22,BMU,131441,48424,47464,
2022-04-22,BOL,13384924,7155712,5897078,1330786
2022-04-22,BRA,,,,
2022-04-22,BRB,313428,161634,151794,
2022-04-22,BRN,,,,
2022-04-22,BTN,,,,
2022-04-22,BWA,,,,
2022-04-22,CAF,,,,
2022-04-22,CAN,83521683,32656224,31288015,19577444
2022-04-22,CHE,15678499,6080457,,3730150
2022-04-22,CHL,52183106,17909994,17450235,17397493
2022-04-22,CHN,3327616000,,,
2022-04-22,CIV,,,,
2022-04-22,CMR,,,,
2022-04-22,COD,,,,
2022-04-22,COG,,,,
2022-04-22,COK,,,,
2022-04-22,COL,,,,
2022-04-22,COM,,,,
2022-04-22,CPV,,,,
2022-04-22,CRI,,,,
2022-04-22,CUB,35661393,10652211,9940910,6515046
2022-04-22,CUW,249753,107809,98722,43222
2022-04-22,CYM,142358,60763,58781,22814
2022-04-22,CYP,,,,
2022-04-22,CZE,17564316,6958362,6868905,4147125
2022-04-22,DEU,180024757,64646604,63216760,54450977
2022-04-22,DJI,,,,
2022-04-22,DMA,66357,32569,30142,3646
2022-04-22,DNK,12968277,4739277,4700604,3541173
2022-04-22,DOM,15581397,7204081,5956526,2323144
2022-04-22,DZA,,,,
2022-04-22,ECU,34196405,15100602,13880344,5772786
2022-04-22,EGY,,,,
2022-04-22,ESP,,,,
2022-04-22,EST,1980571,860181,852515,474865
2022-04-22,ETH,,,,
2022-04-22,FIN,,,,
2022-04-22,FJI,,,,
2022-04-22,FRA,143457714,54443657,52828221,37267525
2022-04-22,GAB,,,,
2022-04-22,GBR,145034679,53104502,49672342,39142952
2022-04-22,GEO,,,,
2022-04-22,GHA,,,,
2022-04-22,GIB,,,,
2022-04-22,GIN,,,,
2022-04-22,GMB,,,,
2022-04-22,GNB,,,,
2022-04-22,GNQ,,,,
2022-04-22,GRC,20794812,7909248,7613298,5847120
2022-04-22,GRD,87699,43384,38152,6163
2022-04-22,GTM,16708547,8059262,6079208,2570077
2022-04-22,GUY,898907,473926,363774,61207
2022-04-22,HKG,15828536,6602530,6057551,3168455
2022-04-22,HND,12292839,5272565,,2092671
2022-04-22,HRV,5240151,2312689,2241102,
2022-04-22,HTI,267133,175526,122181,
2022-04-22,HUN,,,,
2022-04-22,IDN,,198739666,163709692,
2022-04-22,IMN,,,,
2022-04-22,IND,1872146953,999458254,847776627,24912072
2022-04-22,IRL,10882990,4092264,4038508,2993482
2022-04-22,IRN,148590823,64257430,57449467,26883926
2022-04-22,IRQ,,,,
2022-04-22,ISR,18145347,6712713,6141913,5290721
2022-04-22,ITA,136620226,50841495,47843311,39443582
2022-04-22,JAM,1410964,787728,682966,35821
2022-04-22,JOR,,,,
2022-04-22,JPN,270191531,103129925,101378085,65683521
2022-04-22,KAZ,,9477068,9227495,
2022-04-22,KEN,,,,
2022-04-22,KGZ,,,,
2022-04-22,KHM,37478383,14881745,14142120,
2022-04-22,KIR,,,,
2022-04-22,KNA,,,,
2022-04-22,KOR,121983220,44680116,44207099,33887823
2022-04-22,KWT,,,,
2022-04-22,LAO,,,,
2022-04-22,LBN,5310015,2524525,2215638,569852
2022-04-22,LBR,,,,
2022-04-22,LBY,,,,
2022-04-22,LCA,119444,58792,53441,7211
2022-04-22,LIE,,,,
2022-04-22,LKA,,,,
2022-04-22,LSO,,,,
2022-04-22,LTU,4476767,1950237,1874157,926971
2022-04-22,LUX,1285275,480611,,373214
2022-04-22,LVA,2883277,1344769,1303888,520327
2022-04-22,MAC,,,,
2022-04-22,MAR,,,,
2022-04-22,MDA,2143365,,1059577,
2022-04-22,MDG,,,,
2022-04-22,MDV,,,,
2022-04-22,MEX,197496797,85767339,,44213119
2022-04-22,MKD,,,,
2022-04-22,MLI,,,,
2022-04-22,MLT,1270279,475165,467856,
2022-04-22,MMR,,,,
2022-04-22,MNE,671191,290438,282438,98315
2022-04-22,MNG,5485869,2272842,2175357,1037670
2022-04-22,MOZ,,,,
2022-04-22,MRT,,,,
2022-04-22,MSR,4235,1898,1827,510
2022-04-22,MUS,,,,
2022-04-22,MWI,,,,
2022-04-22,MYS,70103559,27732937,26511758,16072631
2022-04-22,NAM,,,,
2022-04-22,NCL,,,,
2022-04-22,NER,,,,
2022-04-22,NGA,,,,
2022-04-22,NIC,,,,
2022-04-22,NIU,,,,
2022-04-22,NLD,34271054,12547258,11733874,8905791
2022-04-22,NOR,11329307,4336600,4033940,2958767
2022-04-22,NPL,,,,
2022-04-22,NRU,,,,
2022-04-22,NZL,11026459,4286354,4085434,2654671
2022-04-22,OMN,,,,
2022-04-22,PAK,245242604,134096674,121135201,6894815
2022-04-22,PAN,8012183,,3056567,1500175
2022-04-22,PER,71669265,29141957,26893554,15633754
2022-04-22,PHL,,,,
2022-04-22,PNG,,,,
2022-04-22,POL,54165727,22639239,22414785,11862591
2022-04-22,PRT,23986956,9744495,8828596,6430521
2022-04-22,PRY,,,,
2022-04-22,PSE,,,,
2022-04-22,PYF,,,,
2022-04-22,QAT,6736690,,,1520871
2022-04-22,ROU,16767086,,8093819,
2022-04-22,RUS,165983904,80485662,73293254,
2022-04-22,RWA,,,,
2022-04-22,SAU,,,,
2022-04-22,SDN,,,,
2022-04-22,SEN,,,,
2022-04-22,SGP,14200251,5112650,5015346,4019063
2022-04-22,SLB,,,,
2022-04-22,SLE,,,,
2022-04-22,SLV,,,,
2022-04-22,SMR,,,,
2022-04-22,SOM,,,,
2022-04-22,SRB,,,,
2022-04-22,SSD,,,,
2022-04-22,STP,,,,
2022-04-22,SUR,,,,
2022-04-22,SVK,,,,
2022-04-22,SVN,2987186,1265064,1220977,649522
2022-04-22,SWE,,,,
2022-04-22,SWZ,,,,
2022-04-22,SXM,,,,
2022-04-22,SYC,,,,
2022-04-22,SYR,3621847,2442426,1474047,
2022-04-22,TCA,,,,
2022-04-22,TCD,,,,
2022-04-22,TGO,,,,
2022-04-22,THA,132163357,55981581,50857251,25324525
2022-04-22,TJK,,,,
2022-04-22,TKL,,,,
2022-04-22,TKM,,,,
2022-04-22,TLS,,,,
2022-04-22,TON,,,,
2022-04-22,TTO,1550731,747166,710820,149441
2022-04-22,TUN,,,,
2022-04-22,TUR,,,,
2022-04-22,TUV,,,,
2022-04-22,TZA,,,,
2022-04-22,UGA,,,,
2022-04-22,UKR,,,,
2022-04-22,URY,8169885,2987958,2866783,2315144
2022-04-22,USA,578954304,256994245,221087427,110832016
2022-04-22,UZB,,,,
2022-04-22,VCT,,,,
2022-04-22,VEN,,,,
2022-04-22,VGB,40803,19260,17817,3726
2022-04-22,VNM,,,,
2022-04-22,VUT,,,,
2022-04-22,WLF,,,,
2022-04-22,WSM,,,,
2022-04-22,YEM,,,,
2022-04-22,ZAF,34526599,21185860,18218678,2588689
2022-04-22,ZMB,3714453,,2373900,
2022-04-22,ZWE,10038039,5822326,3630122,585591
2022-04-23,ABW,,,,
2022-04-23,AFG,,,,
2022-04-23,AGO,,,,
2022-04-23,AIA,,,,
2022-04-23,ALB,,,,
2022-04-23,AND,,,,
2022-04-23,ARE,,,,
2022-04-23,ARG,98746003,41099672,34372141,20624597
2022-04-23,ARM,,,,
2022-04-23,ATG,,,,
2022-04-23,AUS,57317327,,21490232,13559379
2022-04-23,AUT,,,,
2022-04-23,AZE,13623719,5337184,4838229,3210006
2022-04-23,BDI,,,,
2022-04-23,BEL,25228443,9240185,9142472,7372176
2022-04-23,BEN,,,,
2022-04-23,BFA,,,,
2022-04-23,BGD,,,,
2022-04-23,BGR,4376557,,2054600,742321
2022-04-23,BHR,,,,
2022-04-23,BHS,,,,
2022-04-23,BLR,,,,
2022-04-23,BLZ,,,,
2022-04-23,BMU,,,,
2022-04-23,BOL,13387981,7156100,5898123,1332410
2022-04-23,BRA,426683997,182395741,163322265,86180459
2022-04-23,BRB,313446,161641,151805,
2022-04-23,BRN,,,,
2022-04-23,BTN,,,,
2022-04-23,BWA,,,,
2022-04-23,CAF,,,,
2022-04-23,CAN,83596095,32657942,31290709,19647444
2022-04-23,CHE,15679697,6080544,,3731159
2022-04-23,CHL,52202892,17910285,17450768,17416455
2022-04-23,CHN,3329766000,,,
2022-04-23,CIV,,,,
2022-04-23,CMR,,,,
2022-04-23,COD,,,,
2022-04-23,COG,,,,
2022-04-23,COK,,,,
2022-04-23,COL,,,,
2022-04-23,COM,,,,
2022-04-23,CPV,,,,
2022-04-23,CRI,,,,
2022-04-23,CUB,35672949,10652698,9941313,6525751
2022-04-23,CUW,,,,
2022-04-23,CYM,,,,
2022-04-23,CYP,,,,
2022-04-23,CZE,17565215,6958393,6868984,4147914
2022-04-23,DEU,180045189,64647768,63219634,54467335
2022-04-23,DJI,,,,
2022-04-23,DMA,,,,
2022-04-23,DNK,,,,
2022-04-23,DOM,15582648,7204362,5956860,2323547
2022-04-23,DZA,,,,
2022-04-23,ECU,34213998,15101763,13882180,5787419
2022-04-23,EGY,81384156,46221961,34130697,2450111
2022-04-23,ESP,,,,
2022-04-23,EST,1980732,860214,852552,474994
2022-04-23,ETH,,,,
2022-04-23,FIN,,,,
2022-04-23,FJI,,,,
2022-04-23,FRA,143478989,54444808,52830292,37285580
2022-04-23,GAB,,,,
2022-04-23,GBR,145260814,53136420,49689203,39162996
2022-04-23,GEO,,,,
2022-04-23,GHA,,,,
2022-04-23,GIB,,,,
2022-04-23,GIN,,,,
2022-04-23,GMB,,,,
2022-04-23,GNB,,,,
2022-04-23,GNQ,,,,
2022-04-23,GRC,20794878,7909261,7613315,5847164
2022-04-23,GRD,,,,
2022-04-23,GTM,,,,
2022-04-23,GUY,,,,
2022-04-23,HKG,15856378,6606780,6068434,3181164
2022-04-23,HND,,,,
2022-04-23,HRV,5240306,2312700,2241130,
2022-04-23,HTI,,,,
2022-04-23,HUN,,,,
2022-04-23,IDN,397859834,198831114,163874842,35005482
2022-04-23,IMN,,,,
2022-04-23,IND,,,,
2022-04-23,IRL,10884911,4092445,4038760,2994970
2022-04-23,IRN,148600690,64259733,57452050,26888907
2022-04-23,IRQ,,,,
2022-04-23,ISR,18145392,6712719,6141922,5290751
2022-04-23,ITA,136658595,50842687,47845606,39478464
2022-04-23,JAM,,,,
2022-04-23,JOR,,,,
2022-04-23,JPN,271087358,103184030,101450998,66452330
2022-04-23,KAZ,,9478042,9229896,
2022-04-23,KEN,,,,
2022-04-23,KGZ,2994491,1521219,1267325,
2022-04-23,KHM,37575149,14887019,14147541,
2022-04-23,KIR,,,,
2022-04-23,KNA,,,,
2022-04-23,KOR,122024058,44681456,44208432,33925995
2022-04-23,KWT,,,,
2022-04-23,LAO,,,,
2022-04-23,LBN,5310034,2524531,2215645,569858
2022-04-23,LBR,,,,
2022-04-23,LBY,,,,
2022-04-23,LCA,,,,
2022-04-23,LIE,,,,
2022-04-23,LKA,,,,
2022-04-23,LSO,,,,
2022-04-23,LTU,4476821,1950252,1874166,927001
2022-04-23,LUX,1285463,480624,,373369
2022-04-23,LVA,2883358,1344775,1303901,520393
2022-04-23,MAC,1326701,597388,548402,212461
2022-04-23,MAR,,,,
2022-04-23,MDA,,,,
2022-04-23,MDG,,,,
2022-04-23,MDV,,,,
2022-04-23,MEX,,,,
2022-04-23,MKD,,,,
2022-04-23,MLI,,,,
2022-04-23,MLT,1270906,475243,467941,
2022-04-23,MMR,53750345,29608037,22863979,1278329
2022-04-23,MNE,671238,290442,282460,98336
2022-04-23,MNG,,,,
2022-04-23,MOZ,,,,
2022-04-23,MRT,,,,
2022-04-23,MSR,,,,
2022-04-23,MUS,,,,
2022-04-23,MWI,,,,
2022-04-23,MYS,70184032,27751604,26569922,16076296
2022-04-23,NAM,,,,
2022-04-23,NCL,,,,
2022-04-23,NER,,,,
2022-04-23,NGA,,,,
2022-04-23,NIC,,,,
2022-04-23,NIU,,,,
2022-04-23,NLD,,,,
2022-04-23,NOR,11329360,4336613,4033956,2958791
2022-04-23,NPL,41075782,22185237,19452877,2751207
2022-04-23,NRU,,,,
2022-04-23,NZL,11028836,4286465,4086486,2655885
2022-04-23,OMN,,,,
2022-04-23,PAK,245392645,134138393,121234326,6920775
2022-04-23,PAN,,,,
2022-04-23,PER,71847715,29159678,26931817,15756220
2022-04-23,PHL,,,,
2022-04-23,PNG,,,,
2022-04-23,POL,54172710,22640263,22416229,11867647
2022-04-23,PRT,,,,
2022-04-23,PRY,,,,
2022-04-23,PSE,,,,
2022-04-23,PYF,,,,
2022-04-23,QAT,,,,
2022-04-23,ROU,16768294,,8094238,
2022-04-23,RUS,,,,
2022-04-23,RWA,,,,
2022-04-23,SAU,,,,
2022-04-23,SDN,,,,
2022-04-23,SEN,,,,
2022-04-23,SGP,14208573,5113120,5017009,4025186
2022-04-23,SLB,,,,
2022-04-23,SLE,,,,
2022-04-23,SLV,,,,
2022-04-23,SMR,,,,
2022-04-23,SOM,,,,
2022-04-23,SRB,,,,
2022-04-23,SSD,,,,
2022-04-23,STP,,,,
2022-04-23,SUR,,,,
2022-04-23,SVK,,,,
2022-04-23,SVN,2987228,1265066,1220983,649559
2022-04-23,SWE,,,,
2022-04-23,SWZ,,,,
2022-04-23,SXM,,,,
2022-04-23,SYC,,,,
2022-04-23,SYR,,,,
2022-04-23,TCA,,,,
2022-04-23,TCD,,,,
2022-04-23,TGO,,,,
2022-04-23,THA,132231880,55987440,50877057,25367383
2022-04-23,TJK,,,,
2022-04-23,TKL,,,,
2022-04-23,TKM,,,,
2022-04-23,TLS,,,,
2022-04-23,TON,,,,
2022-04-23,TTO,1551105,747231,710916,149670
2022-04-23,TUN,,,,
2022-04-23,TUR,147423229,57811832,53025218,36586179
2022-04-23,TUV,,,,
2022-04-23,TZA,,,,
2022-04-23,UGA,,,,
2022-04-23,UKR,,,,
2022-04-23,URY,8170004,2987962,2866789,2315253
2022-04-23,USA,579217040,257030723,221120740,111016521
2022-04-23,UZB,,,,
2022-04-23,VCT,,,,
2022-04-23,VEN,,,,
2022-04-23,VGB,,,,
2022-04-23,VNM,212390774,80893411,78555290,52942073
2022-04-23,VUT,,,,
2022-04-23,WLF,,,,
2022-04-23,WSM,,,,
2022-04-23,YEM,,,,
2022-04-23,ZAF,34596427,21209463,18243562,2616916
2022-04-23,ZMB,,,,
2022-04-23,ZWE,10053714,5828236,3636597,588881
2022-04-24,ABW,,,,
2022-04-24,AFG,,,,
2022-04-24,AGO,,,,
2022-04-24,AIA,,,,
2022-04-24,ALB,,,,290925
2022-04-24,AND,152463,57866,53414,41183
2022-04-24,ARE,,,,
2022-04-24,ARG,98763544,41100125,34373623,20640121
2022-04-24,ARM,,,,
2022-04-24,ATG,,,,
2022-04-24,AUS,57457036,,21493460,13694925
2022-04-24,AUT,,,,
2022-04-24,AZE,13627588,5337603,4838456,3212960
2022-04-24,BDI,,,,
2022-04-24,BEL,25228465,9240186,9142474,7372194
2022-04-24,BEN,,,,
2022-04-24,BFA,,,,
2022-04-24,BGD,,,,
2022-04-24,BGR,,2086746,,
2022-04-24,BHR,,,,
2022-04-24,BHS,,,,
2022-04-24,BLR,12345274,6178206,5770133,675635
2022-04-24,BLZ,,,,
2022-04-24,BMU,,,,
2022-04-24,BOL,13391837,7156463,5898910,1335116
2022-04-24,BRA,426686042,182395817,163322557,86182146
2022-04-24,BRB,313487,161663,151824,
2022-04-24,BRN,,,,
2022-04-24,BTN,1902438,692170,670303,539965
2022-04-24,BWA,,,,
2022-04-24,CAF,,,,
2022-04-24,CAN,83646348,32659538,31293863,19692947
2022-04-24,CHE,15679714,6080544,,3731175
2022-04-24,CHL,52203884,17910293,17450784,17417423
2022-04-24,CHN,3331771000,,,
2022-04-24,CIV,,,,
2022-04-24,CMR,,,,
2022-04-24,COD,,,,
2022-04-24,COG,,,,
2022-04-24,COK,,,,
2022-04-24,COL,,,,
2022-04-24,COM,,,,
2022-04-24,CPV,,,,
2022-04-24,CRI,,,,
2022-04-24,CUB,35677096,10652739,9941380,6529822
2022-04-24,CUW,250062,107852,98957,43253
2022-04-24,CYM,,,,
2022-04-24,CYP,,,,
2022-04-24,CZE,17565361,6958399,6868995,4148043
2022-04-24,DEU,180051757,64648145,63220431,54472724
2022-04-24,DJI,176908,156352,116303,
2022-04-24,DMA,,,,
2022-04-24,DNK,,,,
2022-04-24,DOM,15583331,7204517,5957035,2323774
2022-04-24,DZA,13772044,7840131,6481186,514063
2022-04-24,ECU,34224001,15102282,13883165,5795938
2022-04-24,EGY,,,,
2022-04-24,ESP,,,,
2022-04-24,EST,1980796,860228,852566,475054
2022-04-24,ETH,,,,
2022-04-24,FIN,,,,
2022-04-24,FJI,,,,
2022-04-24,FRA,143482775,54445057,52830756,37288653
2022-04-24,GAB,,,,
2022-04-24,GBR,145345291,53152044,49697444,39173584
2022-04-24,GEO,,,,
2022-04-24,GHA,,,,
2022-04-24,GIB,,,,
2022-04-24,GIN,,,,
2022-04-24,GMB,,,,
2022-04-24,GNB,562620,519455,341495,20
2022-04-24,GNQ,,,,
2022-04-24,GRC,20794891,7909266,7613317,5847171
2022-04-24,GRD,,,,
2022-04-24,GTM,,,,
2022-04-24,GUY,,,,
2022-04-24,HKG,15871808,6608846,6074199,3188763
2022-04-24,HND,,,,
2022-04-24,HRV,5240310,2312701,2241131,
2022-04-24,HTI,,,,
2022-04-24,HUN,,6406103,6192048,4146184
2022-04-24,IDN,398135514,198900322,163954030,35165470
2022-04-24,IMN,,,,
2022-04-24,IND,1875857737,1000351588,850179623,25326526
2022-04-24,IRL,10886033,4092487,4038821,2995990
2022-04-24,IRN,148631915,64266837,57461194,26903884
2022-04-24,IRQ,,,,
2022-04-24,ISR,18146935,6712811,6142172,5291952
2022-04-24,ITA,136665541,50842912,47846011,39484781
2022-04-24,JAM,,,,
2022-04-24,JOR,,,,
2022-04-24,JPN,271465156,103203633,101482641,66778882
2022-04-24,KAZ,,9479366,9232603,
2022-04-24,KEN,,,,
2022-04-24,KGZ,2996517,1522042,1267934,
2022-04-24,KHM,37654417,14892264,14151943,
2022-04-24,KIR,,,,
2022-04-24,KNA,,,,
2022-04-24,KOR,122024678,44681481,44208463,33926561
2022-04-24,KWT,,,,
2022-04-24,LAO,,,,
2022-04-24,LBN,5310268,2524596,2215768,569904
2022-04-24,LBR,,,,
2022-04-24,LBY,,,,
2022-04-24,LCA,,,,
2022-04-24,LIE,,,,
2022-04-24,LKA,,,,
2022-04-24,LSO,,,,
2022-04-24,LTU,4476866,1950260,1874172,927032
2022-04-24,LUX,1285473,480624,,373379
2022-04-24,LVA,2883364,1344776,1303902,520397
2022-04-24,MAC,1329571,597726,549843,213572
2022-04-24,MAR,,,,
2022-04-24,MDA,,,,
2022-04-24,MDG,,,,
2022-04-24,MDV,941070,398579,383925,158566
2022-04-24,MEX,198353262,85793297,,44986463
2022-04-24,MKD,,,,156248
2022-04-24,MLI,,,,
2022-04-24,MLT,1271501,475256,467970,
2022-04-24,MMR,,,,
2022-04-24,MNE,,,,
2022-04-24,MNG,,,,
2022-04-24,MOZ,,,,
2022-04-24,MRT,,,,
2022-04-24,MSR,,,,
2022-04-24,MUS,,,,
2022-04-24,MWI,,,,
2022-04-24,MYS,70240929,27764247,26610971,16079515
2022-04-24,NAM,,,,
2022-04-24,NCL,,,,
2022-04-24,NER,,,,
2022-04-24,NGA,,,,
2022-04-24,NIC,,,,
2022-04-24,NIU,,,,
2022-04-24,NLD,,,,
2022-04-24,NOR,11329373,4336615,4033957,2958801
2022-04-24,NPL,41123876,22201664,19479252,2771166
2022-04-24,NRU,,,,
2022-04-24,NZL,11029964,4286520,4086974,2656470
2022-04-24,OMN,,,,
2022-04-24,PAK,,,,
2022-04-24,PAN,,,,
2022-04-24,PER,71991123,29173766,26961881,15855476
2022-04-24,PHL,,,,
2022-04-24,PNG,,,,
2022-04-24,POL,,,,
2022-04-24,PRT,,,,
2022-04-24,PRY,,,,
2022-04-24,PSE,3718981,2001813,1768549,326755
2022-04-24,PYF,,,,
2022-04-24,QAT,6737832,,,1521536
2022-04-24,ROU,16769502,,8094657,
2022-04-24,RUS,,,,
2022-04-24,RWA,,,,
2022-04-24,SAU,,,,
2022-04-24,SDN,,,,
2022-04-24,SEN,,,,
2022-04-24,SGP,14214952,5113345,5018468,4029854
2022-04-24,SLB,,,,
2022-04-24,SLE,,,,
2022-04-24,SLV,,,,
2022-04-24,SMR,,,,
2022-04-24,SOM,,,,
2022-04-24,SRB,,,,
2022-04-24,SSD,,,,
2022-04-24,STP,,,,
2022-04-24,SUR,,,,
2022-04-24,SVK,5740819,2594155,2575336,674595
2022-04-24,SVN,2987243,1265068,1220984,649573
2022-04-24,SWE,21842506,7736118,7541868,
2022-04-24,SWZ,,,,
2022-04-24,SXM,,,,
2022-04-24,SYC,,,,
2022-04-24,SYR,3684389,2459791,1524341,
2022-04-24,TCA,,,,
2022-04-24,TCD,,,,
2022-04-24,TGO,,,,
2022-04-24,THA,132271068,55991153,50887600,25392315
2022-04-24,TJK,,,,
2022-04-24,TKL,,,,
2022-04-24,TKM,,,,
2022-04-24,TLS,,,,
2022-04-24,TON,,,,
2022-04-24,TTO,1551330,747277,710965,149818
2022-04-24,TUN,,,,
2022-04-24,TUR,147426248,57812094,53025688,36588466
2022-04-24,TUV,,,,
2022-04-24,TZA,,,,
2022-04-24,UGA,,,,
2022-04-24,UKR,,,,
2022-04-24,URY,8170006,2987962,2866790,2315254
2022-04-24,USA,579352566,257051474,221138859,111108228
2022-04-24,UZB,48286000,19169443,14551774,4571851
2022-04-24,VCT,70032,36167,30306,3559
2022-04-24,VEN,,,,
2022-04-24,VGB,,,,
2022-04-24,VNM,212600099,80988198,78558918,53052983
2022-04-24,VUT,,,,
2022-04-24,WLF,,,,
2022-04-24,WSM,,,,
2022-04-24,YEM,,,,
2022-04-24,ZAF,,,,
2022-04-24,ZMB,,,,
2022-04-24,ZWE,,,,
2022-04-25,ABW,170205,88325,81880,
2022-04-25,AFG,,,,
2022-04-25,AGO,,,,
2022-04-25,AIA,,,,
2022-04-25,ALB,,,,
2022-04-25,AND,,,,
2022-04-25,ARE,,,,
2022-04-25,ARG,98880677,41103187,34381835,20745770
2022-04-25,ARM,,,,
2022-04-25,ATG,,,,
2022-04-25,AUS,57460079,,21494357,13696802
2022-04-25,AUT,,,,
2022-04-25,AZE,,,,
2022-04-25,BDI,,,,
2022-04-25,BEL,25229152,9240253,9142558,7372715
2022-04-25,BEN,,,,
2022-04-25,BFA,,,,
2022-04-25,BGD,256921270,128729921,116139241,12267559
2022-04-25,BGR,4376702,,2054632,742428
2022-04-25,BHR,,,,
2022-04-25,BHS,,,,
2022-04-25,BLR,,,,
2022-04-25,BLZ,,,,
2022-04-25,BMU,,,,
2022-04-25,BOL,13400693,7157861,5901305,1340179
2022-04-25,BRA,426987455,182426996,163400967,86375300
2022-04-25,BRB,313517,161673,151844,
2022-04-25,BRN,,,,
2022-04-25,BTN,,,,
2022-04-25,BWA,,,,
2022-04-25,CAF,,,,
2022-04-25,CAN,83668600,32660257,31295135,19713208
2022-04-25,CHE,15681358,6080661,,3732540
2022-04-25,CHL,52321267,17912004,17453669,17530217
2022-04-25,CHN,3334018000,,,
2022-04-25,CIV,,,,
2022-04-25,CMR,,,,
2022-04-25,COD,,,,
2022-04-25,COG,,,,
2022-04-25,COK,,,,
2022-04-25,COL,,,,
2022-04-25,COM,,,,
2022-04-25,CPV,,,,
2022-04-25,CRI,10617173,4401102,4084348,2131723
2022-04-25,CUB,35680096,10653708,9942437,6530789
2022-04-25,CUW,,,,
2022-04-25,CYM,,,,
2022-04-25,CYP,,,,
2022-04-25,CZE,17567566,6958555,6869205,4149890
2022-04-25,DEU,180105820,64650089,63224617,54520614
2022-04-25,DJI,,,,
2022-04-25,DMA,,,,
2022-04-25,DNK,,,,
2022-04-25,DOM,15585181,7204881,5957719,2324313
2022-04-25,DZA,,,,
2022-04-25,ECU,34269207,15106900,13889470,5830375
2022-04-25,EGY,,,,
2022-04-25,ESP,,,,
2022-04-25,EST,1981147,860287,852619,475361
2022-04-25,ETH,,,,
2022-04-25,FIN,,,,
2022-04-25,FJI,1438393,685353,631326,121714
2022-04-25,FRA,143518388,54446365,52833289,37320428
2022-04-25,GAB,,,,
2022-04-25,GBR,145462848,53161003,49705420,39189748
2022-04-25,GEO,,,,
2022-04-25,GHA,,,,
2022-04-25,GIB,,,,
2022-04-25,GIN,,,,
2022-04-25,GMB,,,,
2022-04-25,GNB,,,,
2022-04-25,GNQ,,,,
2022-04-25,GRC,20794924,7909271,7613320,5847197
2022-04-25,GRD,,,,
2022-04-25,GTM,,,,
2022-04-25,GUY,,,,
2022-04-25,HKG,15896750,6612963,6082190,3201597
2022-04-25,HND,,,,
2022-04-25,HRV,5240830,2312814,2241286,
2022-04-25,HTI,,,,
2022-04-25,HUN,16511359,6406150,6192142,4146490
2022-04-25,IDN,398738106,198946361,164023683,35518317
2022-04-25,IMN,,,,
2022-04-25,IND,1876721584,1000537663,850734842,25449079
2022-04-25,IRL,10888606,4092631,4039059,2998181
2022-04-25,IRN,148688755,64280163,57478369,26930223
2022-04-25,IRQ,18043543,10508816,7368544,166183
2022-04-25,ISR,18148287,6712915,6142365,5293007
2022-04-25,ITA,136669009,50842983,47846169,39488020
2022-04-25,JAM,1412239,788220,683727,36082
2022-04-25,JOR,,,,
2022-04-25,JPN,271836923,103218314,101500614,67117995
2022-04-25,KAZ,,9479958,9233957,
2022-04-25,KEN,,,,
2022-04-25,KGZ,3001180,1523637,1269568,
2022-04-25,KHM,,,,
2022-04-25,KIR,,,,
2022-04-25,KNA,,,,
2022-04-25,KOR,122235107,44682357,44209685,34134855
2022-04-25,KWT,,,,
2022-04-25,LAO,10561960,5762222,4799738,
2022-04-25,LBN,5602400,2677312,2351269,573819
2022-04-25,LBR,,,,
2022-04-25,LBY,,,,
2022-04-25,LCA,,,,
2022-04-25,LIE,,,,
2022-04-25,LKA,39442424,17033222,14449321,7959881
2022-04-25,LSO,,,,
2022-04-25,LTU,4477259,1950322,1874231,927304
2022-04-25,LUX,1285540,480626,,373442
2022-04-25,LVA,2883659,1344808,1303955,520620
2022-04-25,MAC,1332518,598291,550902,215038
2022-04-25,MAR,,,,
2022-04-25,MDA,,,,
2022-04-25,MDG,,,,
2022-04-25,MDV,,,,
2022-04-25,MEX,198511220,85797486,,45134105
2022-04-25,MKD,,,,
2022-04-25,MLI,,,,
2022-04-25,MLT,1272634,475312,468022,
2022-04-25,MMR,,,,
2022-04-25,MNE,671242,290443,282463,98336
2022-04-25,MNG,,,,
2022-04-25,MOZ,,,,
2022-04-25,MRT,,,,
2022-04-25,MSR,,,,
2022-04-25,MUS,,,,
2022-04-25,MWI,,,,
2022-04-25,MYS,70283327,27772676,26639689,16084806
2022-04-25,NAM,,,,
2022-04-25,NCL,459318,188104,179994,91220
2022-04-25,NER,,,,
2022-04-25,NGA,,,,
2022-04-25,NIC,,,,
2022-04-25,NIU,,,,
2022-04-25,NLD,,,,
2022-04-25,NOR,11330264,4336731,4034109,2959424
2022-04-25,NPL,41247086,22206244,19494453,2877468
2022-04-25,NRU,,,,
2022-04-25,NZL,11030322,4286542,4087127,2656653
2022-04-25,OMN,,,,
2022-04-25,PAK,245569444,134181416,121346021,6956223
2022-04-25,PAN,,,,
2022-04-25,PER,72133160,29187361,26986969,15958830
2022-04-25,PHL,,,,
2022-04-25,PNG,,,,
2022-04-25,POL,54188360,22644572,22420907,11877894
2022-04-25,PRT,,,,
2022-04-25,PRY,,,,
2022-04-25,PSE,,,,
